entry_ts,entry_time,entry_time_et,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,r_target,setup_score,reasoning,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,p_bias,wddrb_bias,rej_24h_orientation,current_session_break_out,current_session_break_out_direction,first_break_true,hit_1h,r_1h,hit_2h,r_2h,hit_4h,r_4h,hit_session,r_session
1738807200,2025-02-06 02:00:00+00:00,2025-02-05 21:00:00-05:00,2025-02-05,AS,short,6091.0,6101.625,6029.5,prev_wddrb_lo,5.788235294117647,4.876666666666667,"rej_count=17, rej_long_share=0.00, wick=0.41, conf=1.54, p_bias=-0.48, wddrb_bias=1.00, breakout=False, first_break=True, target=prev_wddrb_lo",17.0,0.0,0.4117647058823529,1.538235294117646,-0.48,1.0,bearish,False,,True,open,0.0,open,0.0,stop,-1.0,open,0.0
1736904600,2025-01-15 01:30:00+00:00,2025-01-14 20:30:00-05:00,2025-01-14,AS,short,5886.0,5885.25,5882.25,weekly_cluster,5.0,4.7186666666666675,"rej_count=20, rej_long_share=0.00, wick=0.45, conf=1.49, p_bias=0.58, wddrb_bias=-0.70, breakout=False, first_break=True, target=weekly_cluster",20.0,0.0,0.45,1.485,0.5800000000000001,-0.696,bearish,False,,True,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1753661100,2025-07-28 00:05:00+00:00,2025-07-27 20:05:00-04:00,2025-07-27,AR,short,6446.25,6453.0,6402.5,prev_wddrb_lo,6.481481481481482,4.6466666666666665,"rej_count=26, rej_long_share=0.00, wick=0.42, conf=1.32, p_bias=-0.24, wddrb_bias=1.00, breakout=False, first_break=False, target=prev_wddrb_lo",26.0,0.0,0.4230769230769231,1.3249999999999995,-0.24,1.0,bearish,False,,False,open,0.0,open,0.0,stop,-1.0,open,0.0
1750382100,2025-06-20 01:15:00+00:00,2025-06-19 21:15:00-04:00,2025-06-19,AS,short,6015.25,6025.75,5969.5,prev_wddrb_lo,4.357142857142857,4.616666666666667,"rej_count=11, rej_long_share=0.00, wick=0.45, conf=1.28, p_bias=-0.60, wddrb_bias=1.00, breakout=True, first_break=False, target=prev_wddrb_lo",11.0,0.0,0.45454545454545453,1.2772727272727251,-0.6000000000000001,1.0,bearish,True,short,False,open,0.0,open,0.0,open,0.0,open,0.0
1743551100,2025-04-01 23:45:00+00:00,2025-04-01 19:45:00-04:00,2025-04-01,AR,short,5683.75,5666.75,5600.25,prev_wddrb_lo,4.911764705882353,4.52,"rej_count=18, rej_long_share=0.00, wick=0.44, conf=2.00, p_bias=-0.26, wddrb_bias=1.00, breakout=False, first_break=True, target=prev_wddrb_lo",18.0,0.0,0.4444444444444444,1.9999999999999996,-0.26,1.0,bearish,False,,True,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1748919900,2025-06-03 03:05:00+00:00,2025-06-02 23:05:00-04:00,2025-06-02,AS,short,5926.0,5929.0,5909.59735114331,intraday_pct_level,5.467549618896555,4.416666666666667,"rej_count=5, rej_long_share=0.00, wick=0.60, conf=1.52, p_bias=-0.50, wddrb_bias=1.00, breakout=True, first_break=True, target=intraday_pct_level",5.0,0.0,0.6,1.5199999999999942,-0.5,1.0,bearish,True,short,True,open,0.0,open,0.0,open,0.0,open,0.0
1738311900,2025-01-31 08:25:00+00:00,2025-01-31 03:25:00-05:00,2025-01-31,OR,short,6121.0,6129.5,6056.5,prev_wddrb_lo,7.588235294117647,4.3966666666666665,"rej_count=23, rej_long_share=0.00, wick=0.43, conf=1.17, p_bias=-0.24, wddrb_bias=1.00, breakout=False, first_break=False, target=prev_wddrb_lo",23.0,0.0,0.43478260869565216,1.1652173913043473,-0.24,1.0,bearish,False,,,open,0.0,open,0.0,stop,-1.0,open,0.0
1750035900,2025-06-16 01:05:00+00:00,2025-06-15 21:05:00-04:00,2025-06-15,AS,short,6041.75,6043.0,6034.75,asia_low,5.6,4.3966666666666665,"rej_count=5, rej_long_share=0.00, wick=1.00, conf=2.00, p_bias=0.74, wddrb_bias=-1.00, breakout=False, first_break=True, target=asia_low",5.0,0.0,1.0,1.9999999999999936,0.74,-1.0,bearish,False,,True,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1747115700,2025-05-13 05:55:00+00:00,2025-05-13 01:55:00-04:00,2025-05-13,AS,short,5845.75,5851.0,5805.75,prev_wddrb_lo,7.619047619047619,4.293333333333333,"rej_count=4, rej_long_share=0.00, wick=0.50, conf=1.70, p_bias=-0.48, wddrb_bias=1.00, breakout=True, first_break=True, target=prev_wddrb_lo",4.0,0.0,0.5,1.6999999999999946,-0.48,1.0,bearish,True,short,True,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1751244000,2025-06-30 00:40:00+00:00,2025-06-29 20:40:00-04:00,2025-06-29,AS,short,6240.75,6250.5,6183.25,prev_wddrb_lo,5.897435897435898,4.27,"rej_count=3, rej_long_share=0.00, wick=1.00, conf=1.20, p_bias=-0.76, wddrb_bias=1.00, breakout=False, first_break=True, target=prev_wddrb_lo",3.0,0.0,1.0,1.1999999999999964,-0.76,1.0,bearish,False,,True,open,0.0,open,0.0,open,0.0,open,0.0
1753245900,2025-07-23 04:45:00+00:00,2025-07-23 00:45:00-04:00,2025-07-23,AS,short,6362.0,6364.75,6350.621632329636,intraday_pct_level,4.137588243768815,4.25,"rej_count=9, rej_long_share=0.00, wick=0.44, conf=1.26, p_bias=-0.50, wddrb_bias=1.00, breakout=True, first_break=False, target=intraday_pct_level",9.0,0.0,0.4444444444444444,1.2611111111111093,-0.5,1.0,bearish,True,short,False,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1753849500,2025-07-30 04:25:00+00:00,2025-07-30 00:25:00-04:00,2025-07-30,AS,short,6415.5,6416.0,6414.0,asia_low,3.0,4.192,"rej_count=15, rej_long_share=0.00, wick=0.40, conf=1.55, p_bias=0.52, wddrb_bias=-0.70, breakout=True, first_break=False, target=asia_low",15.0,0.0,0.4,1.546666666666666,0.52,-0.701,bearish,True,long,False,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1735880700,2025-01-03 05:05:00+00:00,2025-01-03 00:05:00-05:00,2025-01-03,AS,short,5926.0,5936.25,5874.75,prev_wddrb_lo,5.0,4.167333333333334,"rej_count=10, rej_long_share=0.00, wick=0.40, conf=2.00, p_bias=0.72, wddrb_bias=-0.70, breakout=True, first_break=False, target=prev_wddrb_lo",10.0,0.0,0.4,2.0,0.72,-0.697,bearish,True,long,False,open,0.0,open,0.0,stop,-1.0,open,0.0
1737597300,2025-01-23 01:55:00+00:00,2025-01-22 20:55:00-05:00,2025-01-22,AS,short,6113.75,6116.625,6098.75,asia_low,5.217391304347826,4.057333333333333,"rej_count=25, rej_long_share=0.00, wick=0.40, conf=1.38, p_bias=-0.04, wddrb_bias=-0.70, breakout=True, first_break=False, target=asia_low",25.0,0.0,0.4,1.3839999999999995,-0.040000000000000036,-0.697,bearish,True,short,False,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1736923500,2025-01-15 06:45:00+00:00,2025-01-15 01:45:00-05:00,2025-01-15,AS,short,5885.25,5896.75,5842.5,prev_wddrb_lo,3.717391304347826,4.045333333333334,"rej_count=10, rej_long_share=0.00, wick=0.50, conf=1.59, p_bias=-0.66, wddrb_bias=-0.70, breakout=True, first_break=False, target=prev_wddrb_lo",10.0,0.0,0.5,1.5900000000000003,-0.6599999999999999,-0.696,bearish,True,short,False,open,0.0,open,0.0,open,0.0,stop,-1.0
