entry_ts,entry_time,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,hit,r_real,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,score_long,score_short,signal_score,target_sd_1,target_sd_2,target_sd_3,target_session_max_ext,target_range_max_ext,target_intraday_pct_level,target_daycycle_pct_level,target_asia_high,target_asia_low,target_prev_wddrb_hi,target_prev_wddrb_lo
1745203200,2025-04-20 22:40:00-04:00,2025-04-20,AS,short,5264.75,5286.25,5264.42492063492,range_max_ext_sd,target,0.015119970468816085,14.0,0.21428571428571427,0.5,1.5035714285714301,-1.1059999999999999,1.1059999999999999,1.3478452380952382,5263.734126984127,5262.7182539682535,5261.702380952381,5263.234252960444,5264.42492063492,,,5303.25,5262.5,,
1753250700,2025-07-23 02:05:00-04:00,2025-07-23,TO,long,6362.0,6361.75,6361.876461901949,intraday_pct_percentile,stop_first,-1.0,20.0,0.7,0.5,1.4125,1.0,-1.0,1.2872916666666667,,,,,,6361.876461901949,,6364.75,6357.5,6374.0,6341.0
1738306800,2025-01-31 02:00:00-05:00,2025-01-31,TO,long,6118.5,6116.75,6143.275211163402,daycycle_pct_percentile,session_close,2.0,18.0,0.6666666666666666,0.5555555555555556,1.6166666666666676,1.0,-1.0,1.2863888888888888,,,,,,,6143.275211163402,6119.75,6111.75,6091.25,6042.25
1753671000,2025-07-27 22:50:00-04:00,2025-07-27,AS,long,6451.5,6448.375,6451.5,range_max_ext_sd,target,0.0,40.0,0.675,0.55,1.7137499999999999,0.7869999999999999,-0.7869999999999999,1.2610208333333333,6451.3421052631575,6451.184210526316,6451.026315789473,6451.5,6451.5,,,6453.75,6447.75,,
1739781000,2025-02-17 03:30:00-05:00,2025-02-17,OR,long,6139.25,6138.5,6139.211538461538,range_max_ext_sd,target,-0.05128205128251769,24.0,0.6666666666666666,0.625,1.5020833333333343,0.913,-0.913,1.2506041666666667,6139.173076923077,6139.096153846154,6139.0192307692305,6139.25,6139.211538461538,,,6146.5,6143.25,6145.25,6125.75
1737351000,2025-01-20 00:30:00-05:00,2025-01-20,AS,long,6032.25,6029.0,6032.311111111111,range_max_ext_sd,target,0.018803418803425023,30.0,0.6666666666666666,0.5666666666666667,1.5333333333333334,0.8599999999999999,-0.8599999999999999,1.2433333333333332,6032.435185185185,6032.62037037037,6032.805555555556,6032.346021947874,6032.311111111111,,,6033.25,6031.25,6051.5,6012.75
1736731800,2025-01-12 20:30:00-05:00,2025-01-12,AS,short,5850.25,5852.25,5850.25,range_max_ext_sd,target,0.0,9.0,0.0,0.7777777777777778,2.0,-0.9870000000000001,0.9870000000000001,1.2397777777777779,5851.183333333333,5852.116666666667,5853.05,5850.25,5850.25,,,,,,
1749658500,2025-06-11 12:15:00-04:00,2025-06-11,RS,long,6038.0,6036.0,6038.0,range_max_ext_sd,stop_first,-1.0,15.0,0.9333333333333333,0.5333333333333333,1.8,0.952,-0.952,1.2203333333333333,6038.347826086957,6038.695652173913,6039.04347826087,6038.05040957782,6038.0,,,6032.5,6021.5,6027.75,6000.0
1749466500,2025-06-09 06:55:00-04:00,2025-06-09,OS,long,6009.0,6006.25,6009.121052631579,range_max_ext_sd,target,0.04401913875600175,11.0,0.8181818181818182,0.6363636363636364,1.6727272727272726,0.978,-0.978,1.216939393939394,6009.605263157895,6010.210526315789,6010.815789473684,6009.318559556787,6009.121052631579,6009.361725940115,,5999.25,5994.5,6025.0,5984.5
1753685700,2025-07-28 02:55:00-04:00,2025-07-28,TO,long,6451.25,6450.75,6453.125,breakout_median,session_close,0.0,8.0,0.875,0.625,1.4125000000000005,1.0,-1.0,1.1997916666666666,,,,,,,,6456.25,6451.0,6431.0,6402.5
1742195700,2025-03-17 03:15:00-04:00,2025-03-17,OR,short,5652.75,5659.0,5653.625,range_max_ext_sd,target,-0.14,15.0,0.06666666666666667,0.6666666666666666,1.8000000000000014,-0.917,0.917,1.1986666666666668,5654.5,5656.25,5658.0,5652.75,5653.625,,,5665.25,5660.25,5700.75,5618.0
1753676700,2025-07-28 00:25:00-04:00,2025-07-28,AS,long,6451.75,6450.75,6451.75,range_max_ext_sd,target,0.0,23.0,0.6521739130434783,0.6086956521739131,1.5304347826086957,0.833,-0.833,1.1620579710144927,6451.5921052631575,6451.434210526316,6451.276315789473,6451.75,6451.75,,,6452.5,6451.0,6431.0,6402.5
1745899800,2025-04-29 00:10:00-04:00,2025-04-29,AS,long,5557.0,5555.0,5556.906206896551,range_max_ext_sd,target,-0.04689655172433049,12.0,0.6666666666666666,0.5,1.3250000000000017,0.903,-0.903,1.1192500000000003,5556.862068965517,5556.724137931034,5556.586206896552,5556.648038049941,5556.906206896551,5582.372360388877,,5563.0,5560.5,5554.5,5480.25
1736841600,2025-01-14 03:00:00-05:00,2025-01-14,OR,long,5898.75,5887.75,5898.85,range_max_ext_sd,target,0.009090909090942163,24.0,0.75,0.5,1.5812499999999998,0.75,-0.75,1.0790625,5898.95,5899.15,5899.35,5898.75,5898.85,,5865.099347569563,5897.5,5890.25,5921.75,5845.25
1753762800,2025-07-29 00:20:00-04:00,2025-07-29,AS,long,6431.5,6428.75,6431.5,range_max_ext_sd,target,0.0,16.0,0.6875,0.625,1.2218750000000003,0.8140000000000001,-0.8140000000000001,1.0709270833333333,6431.5,6431.5,6431.5,6431.5,6431.5,6430.504869846684,,6433.5,6431.25,6431.0,6402.5
1748912700,2025-06-02 21:05:00-04:00,2025-06-02,AS,long,5933.5,5932.0,5933.5,range_max_ext_sd,target,0.0,12.0,0.6666666666666666,0.5,1.2083333333333341,0.85,-0.85,1.0604166666666668,5931.735294117647,5929.970588235294,5928.205882352941,5933.5,5933.5,5956.821747144946,,5935.5,5881.25,5932.75,5853.25
1740035400,2025-02-20 02:10:00-05:00,2025-02-20,TO,long,6144.0,6141.75,6155.732336570105,daycycle_pct_percentile,session_close,-0.6666666666666666,22.0,0.6818181818181818,0.5,1.3409090909090922,0.742,-0.742,1.042378787878788,,,,,,,6155.732336570105,6146.25,6141.75,6148.5,6118.25
1736818500,2025-01-13 20:35:00-05:00,2025-01-13,AS,long,5890.0,5887.75,5890.0,range_max_ext_sd,target,0.0,8.0,0.875,0.5,1.875,0.7949999999999999,-0.7949999999999999,1.0054166666666666,5889.666666666667,5889.333333333333,5889.0,5890.0,5890.0,,5831.225994366679,5890.25,5834.75,5921.75,5845.25
1743559500,2025-04-01 22:05:00-04:00,2025-04-01,AS,long,5666.75,5665.0,5666.75,range_max_ext_sd,target,0.0,28.0,1.0,0.5,1.9785714285714293,0.5200000000000001,-0.5200000000000001,0.902261904761905,5665.786144578313,5664.8222891566265,5663.858433734939,5666.75,5666.75,5711.809229796299,,5672.25,5628.0,5731.25,5617.25
1743751500,2025-04-04 03:25:00-04:00,2025-04-04,OR,short,5408.75,5422.5,5408.59375,range_max_ext_sd,target,0.011363636363636364,8.0,0.25,0.5,1.3312500000000025,-0.709,0.709,0.8922291666666667,5408.4375,5408.125,5407.8125,5408.75,5408.59375,5333.659825307748,,5421.75,5380.5,5739.25,5610.75
1742385000,2025-03-19 07:50:00-04:00,2025-03-19,OS,long,5685.25,5680.0,5684.568235294118,range_max_ext_sd,stop_first,-1.0,10.0,0.8,0.6,1.375000000000002,0.673,-0.673,0.8850833333333334,5684.132352941177,5683.014705882353,5681.89705882353,5683.913206459054,5684.568235294118,5683.072439897029,,5681.5,5673.25,5759.75,5685.25
1739963700,2025-02-19 06:15:00-05:00,2025-02-19,OS,short,6141.5,6147.75,6141.144,range_max_ext_sd,target,0.05695999999996275,18.0,0.2777777777777778,0.5,1.244444444444446,-0.5,0.5,0.7622222222222224,6141.1,6140.7,6140.3,6140.326666666667,6141.144,6156.005495176456,6156.005495176456,6154.75,6151.25,6147.0,6136.25
1752833100,2025-07-18 06:05:00-04:00,2025-07-18,OS,long,6348.0,6347.625,6348.0,range_max_ext_sd,stop_first,-1.0,21.0,0.6666666666666666,0.5238095238095238,1.5214285714285714,0.43500000000000005,-0.43500000000000005,0.7384523809523811,6347.0,6346.0,6345.0,6348.0,6348.0,6399.584531159691,,6356.25,6349.0,6308.75,6241.0
1736941500,2025-01-15 06:45:00-05:00,2025-01-15,OS,long,5901.25,5891.0,5901.16,range_max_ext_sd,target,-0.008780487804892247,10.0,0.8,0.5,1.59,0.524,-0.524,0.7368333333333335,5901.138888888889,5901.027777777777,5900.916666666667,5900.854938271605,5901.16,5911.717914438503,5911.717914438503,5886.0,5881.5,5878.25,5813.0
