entry_ts,entry_time,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,hit,r_real,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,score_long,score_short,signal_score,pct_target,target_sd_1,target_sd_2,target_sd_3,target_session_max_ext,target_intraday_pct_level,target_daycycle_pct_level,target_asia_high,target_asia_low,target_prev_wddrb_hi,target_prev_wddrb_lo
1737535800,2025-01-22 03:50:00-05:00,2025-01-22,OR,long,6108.75,6098.5,6112.903846153846,sd_level_vs_pct,session_close,0.07317073170731707,20.0,0.9,0.5,1.6849999999999998,1.44,-1.44,1.7409166666666667,6144.507504768224,6110.134615384615,6111.5192307692305,6112.903846153846,6108.75,,6144.507504768224,6104.25,6098.75,6078.25,6036.5
1740371700,2025-02-23 23:35:00-05:00,2025-02-23,AS,long,6058.75,6056.25,6060.035714285715,session_max_ext_sd,session_close,-0.3,20.0,0.65,0.5,1.2575000000000016,1.456,-1.456,1.7355416666666668,,6060.035714285715,6061.321428571428,6062.607142857143,6060.035714285715,,,6060.25,6047.25,,
1739856300,2025-02-18 00:25:00-05:00,2025-02-18,AS,long,6144.0,6143.5,6145.846153846154,sd_level_vs_pct,stop,-1.0,9.0,1.0,0.7777777777777778,2.000000000000003,1.482,-1.482,1.7347777777777778,6156.016042617341,6144.615384615385,6145.2307692307695,6145.846153846154,6144.5207100591715,,6156.016042617341,6145.75,6143.75,6145.25,6125.75
1750845900,2025-06-25 06:05:00-04:00,2025-06-25,OS,long,6143.0,6143.5,6143.705882352941,sd_level_vs_pct,stop,-1.0,16.0,0.75,0.5,1.68125,1.438,-1.438,1.7053958333333332,6191.535737743118,6143.235294117647,6143.470588235294,6143.705882352941,6143.110726643598,6191.535737743118,,6149.75,6143.25,6081.5,5993.25
1739849400,2025-02-17 22:30:00-05:00,2025-02-17,AS,long,6145.5,6143.0,6147.346153846154,sd_level_vs_pct,session_close,0.0,11.0,0.8181818181818182,0.5454545454545454,1.5000000000000027,1.482,-1.482,1.7032121212121212,6155.264667535855,6146.115384615385,6146.7307692307695,6147.346153846154,6145.973372781065,,6155.264667535855,6146.5,6141.5,6145.25,6125.75
1737536400,2025-01-22 04:00:00-05:00,2025-01-22,OS,long,6109.25,6101.0,6113.2844827586205,sd_level_vs_pct,target,0.4890282131661176,9.0,0.8888888888888888,0.5555555555555556,1.2999999999999998,1.44,-1.44,1.6355555555555554,6149.942975247922,6110.5948275862065,6111.939655172414,6113.2844827586205,6109.25,6149.942975247922,6144.507504768224,6104.25,6098.75,6078.25,6036.5
1742209200,2025-03-17 07:00:00-04:00,2025-03-17,OS,long,5685.25,5665.0,5685.65,sd_level_vs_pct,target,0.01975308641973512,10.0,0.8,0.5,1.435000000000002,1.303,-1.303,1.5080833333333334,5667.3755105194605,5685.65,5686.05,5686.45,5686.347142857143,5667.3755105194605,,5665.25,5660.25,5700.75,5618.0
1752540600,2025-07-14 20:50:00-04:00,2025-07-14,AS,long,6303.0,6302.0,6304.6875,sd_level_vs_pct,stop,-1.0,24.0,0.6666666666666666,0.6666666666666666,1.875,1.145,-1.145,1.5054166666666666,6325.443215780036,6303.5625,6304.125,6304.6875,6303.0,6325.443215780036,,6304.5,6263.75,6312.75,6278.5
1753686000,2025-07-28 03:00:00-04:00,2025-07-28,OR,long,6450.5,6449.25,6452.375,breakout_median,stop,-1.0,11.0,0.7272727272727273,0.6363636363636364,1.7318181818181821,1.227,-1.227,1.4688939393939395,,,,,,,,6456.25,6451.0,6431.0,6402.5
1749194700,2025-06-06 03:25:00-04:00,2025-06-06,OR,short,5968.25,5975.0,5967.513157894737,sd_level_vs_pct,session_close,-0.25925925925925924,8.0,0.25,0.5,1.3687500000000001,-1.2099999999999997,1.2099999999999997,1.3951041666666664,5969.863841713378,5967.513157894737,5966.776315789473,5966.039473684211,5968.25,5969.863841713378,,5970.75,5958.0,5999.0,5974.25
1751639700,2025-07-04 10:35:00-04:00,2025-07-04,RS,long,6291.75,6280.25,6291.959366391185,session_max_ext_sd,target,0.01820577314648962,16.0,0.875,0.5,1.25625,1.133,-1.133,1.3791458333333333,,6292.325757575758,6292.901515151515,6293.477272727273,6291.959366391185,,,6309.5,6303.5,6276.5,6238.25
1745203200,2025-04-20 22:40:00-04:00,2025-04-20,AS,short,5264.75,5286.25,5263.234252960444,session_max_ext_sd,target,0.07049986230493571,14.0,0.21428571428571427,0.5,1.5035714285714301,-1.1059999999999999,1.1059999999999999,1.3478452380952382,,5263.734126984127,5262.7182539682535,5261.702380952381,5263.234252960444,,,5303.25,5262.5,,
1753250700,2025-07-23 02:05:00-04:00,2025-07-23,TO,long,6362.0,6361.75,6366.25,breakout_median,stop,-1.0,20.0,0.7,0.5,1.4125,1.0,-1.0,1.2872916666666667,6361.876461901949,,,,,6361.876461901949,,6364.75,6357.5,6374.0,6341.0
1738306800,2025-01-31 02:00:00-05:00,2025-01-31,TO,long,6118.5,6116.75,6124.25,breakout_median,target,3.2857142857142856,18.0,0.6666666666666666,0.5555555555555556,1.6166666666666676,1.0,-1.0,1.2863888888888888,6143.275211163402,,,,,,6143.275211163402,6119.75,6111.75,6091.25,6042.25
1737351000,2025-01-20 00:30:00-05:00,2025-01-20,AS,long,6032.25,6029.0,6032.346021947874,session_max_ext_sd,target,0.029545214730415655,30.0,0.6666666666666666,0.5666666666666667,1.5333333333333334,0.8599999999999999,-0.8599999999999999,1.2433333333333332,,6032.435185185185,6032.62037037037,6032.805555555556,6032.346021947874,,,6033.25,6031.25,6051.5,6012.75
1749658500,2025-06-11 12:15:00-04:00,2025-06-11,RS,long,6038.0,6036.0,6038.05040957782,session_max_ext_sd,stop_first,-1.0,15.0,0.9333333333333333,0.5333333333333333,1.8,0.952,-0.952,1.2203333333333333,,6038.347826086957,6038.695652173913,6039.04347826087,6038.05040957782,,,6032.5,6021.5,6027.75,6000.0
1749466500,2025-06-09 06:55:00-04:00,2025-06-09,OS,long,6009.0,6006.25,6009.605263157895,sd_level_vs_pct,target,0.22009569378000873,11.0,0.8181818181818182,0.6363636363636364,1.6727272727272726,0.978,-0.978,1.216939393939394,6009.361725940115,6009.605263157895,6010.210526315789,6010.815789473684,6009.318559556787,6009.361725940115,,5999.25,5994.5,6025.0,5984.5
1753685700,2025-07-28 02:55:00-04:00,2025-07-28,TO,long,6451.25,6450.75,6453.125,breakout_median,session_close,0.0,8.0,0.875,0.625,1.4125000000000005,1.0,-1.0,1.1997916666666666,,,,,,,,6456.25,6451.0,6431.0,6402.5
1745899800,2025-04-29 00:10:00-04:00,2025-04-29,AS,long,5557.0,5555.0,5557.413793103448,sd_level_vs_pct,target,0.20689655172418497,12.0,0.6666666666666666,0.5,1.3250000000000017,0.903,-0.903,1.1192500000000003,5582.372360388877,5557.137931034483,5557.275862068966,5557.413793103448,5557.351961950059,5582.372360388877,,5563.0,5560.5,5554.5,5480.25
1736841600,2025-01-14 03:00:00-05:00,2025-01-14,OR,long,5898.75,5887.75,5898.95,sd_level_vs_pct,target,0.018181818181801646,24.0,0.75,0.5,1.5812499999999998,0.75,-0.75,1.0790625,5865.099347569563,5898.95,5899.15,5899.35,5898.75,,5865.099347569563,5897.5,5890.25,5921.75,5845.25
1748912700,2025-06-02 21:05:00-04:00,2025-06-02,AS,long,5933.5,5932.0,5938.794117647059,sd_level_vs_pct,stop,-1.0,12.0,0.6666666666666666,0.5,1.2083333333333341,0.85,-0.85,1.0604166666666668,5956.821747144946,5935.264705882353,5937.029411764706,5938.794117647059,5933.5,5956.821747144946,,5935.5,5881.25,5932.75,5853.25
1740035400,2025-02-20 02:10:00-05:00,2025-02-20,TO,long,6144.0,6141.75,6159.875,breakout_median,session_close,-0.6666666666666666,22.0,0.6818181818181818,0.5,1.3409090909090922,0.742,-0.742,1.042378787878788,6155.732336570105,,,,,,6155.732336570105,6146.25,6141.75,6148.5,6118.25
1736818500,2025-01-13 20:35:00-05:00,2025-01-13,AS,long,5890.0,5887.75,5890.333333333333,sd_level_vs_pct,target,0.14814814814801341,8.0,0.875,0.5,1.875,0.7949999999999999,-0.7949999999999999,1.0054166666666666,5831.225994366679,5890.333333333333,5890.666666666667,5891.0,5890.0,,5831.225994366679,5890.25,5834.75,5921.75,5845.25
1743559500,2025-04-01 22:05:00-04:00,2025-04-01,AS,long,5666.75,5665.0,5669.641566265061,sd_level_vs_pct,target,1.6523235800346552,28.0,1.0,0.5,1.9785714285714293,0.5200000000000001,-0.5200000000000001,0.902261904761905,5711.809229796299,5667.713855421687,5668.6777108433735,5669.641566265061,5666.75,5711.809229796299,,5672.25,5628.0,5731.25,5617.25
1743751500,2025-04-04 03:25:00-04:00,2025-04-04,OR,short,5408.75,5422.5,5407.8125,sd_level_vs_pct,target,0.06818181818181818,8.0,0.25,0.5,1.3312500000000025,-0.709,0.709,0.8922291666666667,5333.659825307748,5408.4375,5408.125,5407.8125,5408.75,5333.659825307748,,5421.75,5380.5,5739.25,5610.75
1742385000,2025-03-19 07:50:00-04:00,2025-03-19,OS,long,5685.25,5680.0,5686.367647058823,sd_level_vs_pct,stop_first,-1.0,10.0,0.8,0.6,1.375000000000002,0.673,-0.673,0.8850833333333334,5683.072439897029,5686.367647058823,5687.485294117647,5688.60294117647,5686.586793540946,5683.072439897029,,5681.5,5673.25,5759.75,5685.25
1739963700,2025-02-19 06:15:00-05:00,2025-02-19,OS,short,6141.5,6147.75,6141.1,sd_level_vs_pct,target,0.0639999999999418,18.0,0.2777777777777778,0.5,1.244444444444446,-0.5,0.5,0.7622222222222224,6156.005495176456,6141.1,6140.7,6140.3,6140.326666666667,6156.005495176456,6156.005495176456,6154.75,6151.25,6147.0,6136.25
1752833100,2025-07-18 06:05:00-04:00,2025-07-18,OS,long,6348.0,6347.625,6351.0,sd_level_vs_pct,stop,-1.0,21.0,0.6666666666666666,0.5238095238095238,1.5214285714285714,0.43500000000000005,-0.43500000000000005,0.7384523809523811,6399.584531159691,6349.0,6350.0,6351.0,6348.0,6399.584531159691,,6356.25,6349.0,6308.75,6241.0
1736941500,2025-01-15 06:45:00-05:00,2025-01-15,OS,long,5901.25,5891.0,5901.583333333333,sd_level_vs_pct,target,0.032520325203222455,10.0,0.8,0.5,1.59,0.524,-0.524,0.7368333333333335,5911.717914438503,5901.361111111111,5901.472222222223,5901.583333333333,5901.645061728395,5911.717914438503,5911.717914438503,5886.0,5881.5,5878.25,5813.0
