entry_ts,entry_time,entry_time_et,ny_day,session,direction,entry_price,stop_price,primary_target,primary_reason,r_target,pred_win_prob,expected_r,rej_count,rej_long_share,rej_wick_mean,rej_conf_mean,p_bias,rej_24h_orientation,current_session_break_out,first_break_true,dist_cluster_darkpool,dist_cluster_weekly,dist_cluster_monthly,target_sd_1,target_sd_2,target_sd_3,target_session_max_ext,target_intraday_pct_level,target_daycycle_pct_level,target_prev_wddrb_hi,target_prev_wddrb_lo,hit_1h,r_1h,hit_2h,r_2h,hit_4h,r_4h,hit_session,r_session
1751433900,2025-07-02 05:25:00+00:00,2025-07-02 01:25:00-04:00,2025-07-02,AS,short,6260.75,6256.0,6227.5,prev_wddrb_lo,7.0,0.9993527108628629,6.994821686902903,38.0,0.0,0.23684210526315788,1.477631578947368,-0.45999999999999996,bearish,True,False,,,,6260.125,6259.5,6258.875,6258.71875,6255.399196287072,,6261.5,6227.5,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1746496500,2025-05-06 01:55:00+00:00,2025-05-05 21:55:00-04:00,2025-05-05,AS,short,5658.75,5659.25,5655.25,prev_wddrb_lo,7.0,0.9782260930638812,6.82580874451105,14.0,0.0,0.21428571428571427,1.396428571428571,-0.42,bearish,True,False,,,,5658.330645161291,5657.9112903225805,5657.491935483871,5658.398283038501,5684.277394158931,,5706.25,5655.25,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1753341600,2025-07-24 07:20:00+00:00,2025-07-24 03:20:00-04:00,2025-07-24,OR,short,6395.75,6402.0,6353.5,prev_wddrb_lo,6.76,0.9978877947177693,6.74360928700989,11.0,0.0,0.36363636363636365,1.3227272727272714,-0.13999999999999996,bearish,False,True,,,,6395.568181818182,6395.386363636364,6395.204545454545,6395.75,6399.268051771117,,6399.25,6353.5,open,0.0,stop,-1.0,stop,-1.0,stop,-1.0
1736988300,2025-01-16 00:45:00+00:00,2025-01-15 19:45:00-05:00,2025-01-15,AR,short,5998.0,5991.25,5952.5,prev_wddrb_lo,6.7407407407407405,0.9992779423025304,6.735151479304772,33.0,0.0,0.21212121212121213,1.3181818181818181,-0.5,bearish,False,,,,,5997.333333333333,5996.666666666667,5996.0,5998.0,,5936.7075,6001.25,5952.5,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1739427600,2025-02-13 06:20:00+00:00,2025-02-13 01:20:00-05:00,2025-02-13,AS,short,6085.5,6076.25,6023.76275,daycycle_pct_level,6.674297297297311,0.9999798701650869,6.674142814959644,38.0,0.0,0.3157894736842105,1.436842105263158,-0.28,bearish,True,False,,,,6085.346153846154,6085.192307692308,6085.038461538462,6085.369822485207,,6023.76275,6084.75,6023.75,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1745824200,2025-04-28 07:10:00+00:00,2025-04-28 03:10:00-04:00,2025-04-28,OR,short,5537.5,5541.75,5506.215598123534,intraday_pct_level,7.361035735639128,0.9074705918390834,6.587394047408165,48.0,0.0,0.3125,1.6875,-0.10000000000000003,bearish,False,True,,,,5537.0,5536.5,5536.0,5537.5,5506.215598123534,,5554.5,5480.25,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1741224900,2025-03-06 01:35:00+00:00,2025-03-05 20:35:00-05:00,2025-03-05,AS,short,5840.0,5849.5,5777.46875,daycycle_pct_level,6.582236842105263,0.9980340491388325,6.56733053705595,12.0,0.0,0.3333333333333333,1.4000000000000004,-0.37999999999999995,bearish,False,True,,,,5839.4358974358975,5838.871794871795,5838.307692307692,5840.0,,5777.46875,5869.5,5750.75,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1741206600,2025-03-05 20:30:00+00:00,2025-03-05 15:30:00-05:00,2025-03-05,RS,short,5853.25,5844.625,5796.75,daycycle_pct_level,6.550724637681159,0.997186467472117,6.529480428303956,3.0,0.0,0.6666666666666666,2.0000000000000013,-0.37999999999999995,bearish,True,False,,,,5852.962,5852.674,5852.386,5852.99656,5750.75,5796.75,5869.5,5750.75,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1738802100,2025-02-06 00:35:00+00:00,2025-02-05 19:35:00-05:00,2025-02-05,AR,short,6092.0,6101.625,6029.5,prev_wddrb_lo,6.4935064935064934,0.9996008474832202,6.490515441530105,28.0,0.0,0.32142857142857145,1.3660714285714282,-1.0,bearish,False,True,,,,6090.777777777777,6089.555555555556,6088.333333333333,6092.0,,6087.2185,6088.5,6029.5,open,0.0,open,0.0,open,0.0,stop,-1.0
1738311000,2025-01-31 08:10:00+00:00,2025-01-31 03:10:00-05:00,2025-01-31,OR,short,6119.75,6129.5,6056.5,prev_wddrb_lo,6.487179487179487,0.9999999920759729,6.487179427850874,28.0,0.0,0.35714285714285715,1.1428571428571423,-1.0,bearish,False,,146.5,,,6118.083333333333,6116.416666666667,6114.75,6119.75,,6090.625,6116.25,6056.5,open,0.0,open,0.0,stop,-1.0,stop,-1.0
1741063500,2025-03-04 04:45:00+00:00,2025-03-03 23:45:00-05:00,2025-03-03,AS,short,5870.0,5877.5,5821.75,prev_wddrb_lo,6.433333333333334,0.9975422654852248,6.415064173440172,24.0,0.0,0.20833333333333334,1.4749999999999999,-0.45999999999999996,bearish,True,False,,,,5869.3421052631575,5868.684210526316,5868.026315789473,5869.4632963988915,,5849.81375,5997.0,5821.75,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
1751430300,2025-07-02 04:25:00+00:00,2025-07-02 00:25:00-04:00,2025-07-02,AS,short,6265.75,6264.0,6254.530393932533,intraday_pct_level,6.411203467123934,0.9980205176768208,6.396533120867278,13.0,0.0,0.3076923076923077,1.1461538461538452,-0.45999999999999996,bearish,True,False,,,,6265.125,6264.5,6263.875,6263.71875,6254.530393932533,,6261.5,6227.5,stop,-1.0,stop,-1.0,stop,-1.0,stop,-1.0
