Date,conf,entry,instrument,conf type,exit time,Unnamed: 6,stopped out,Unnamed: 8,Unnamed: 9,entry.1,stop ,take profit,exit,source,date,entry_time,stop,target,direction,entry_method,conf_type,conf_time,status,entry_ts,entry_date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,session_label,Entry Price,Stop Price,Target Price,Exit Price,ts,bar_session,session_start,range_session,session_x,range_session_start,mins_from_range_start,session_y,confirm_ts,pre_breakout,timing_class,risk_pts,target_r,target_r_multiple,realized_r_multiple,is_win
06/07/2018,,2771.75,,,,,,,,,,,2774.0,2018_set2,2018-06-07,11:00,2774.0,2761.75,Short,Mode,Confirmed,10:30,EX,2018-06-07 11:00:00-04:00,2018-06-07,10:30,11:00,ES,Confirmed,Short,RDR,Mode,EX,,,,,RDR,2771.75,2774.0,2761.75,2774.0,2018-06-07 11:00:00-04:00,RS,2018-06-07 10:30:00-04:00,RR,RR,2018-06-07 09:30:00-04:00,90.0,RR,2018-06-07 10:25:00-04:00,False,after_confirm,2.25,10.0,4.444444444444445,-1.0,False
06/07/2018,,2774.5,,,,,,,,,,,2761.75,2018_set2,2018-06-07,11:15,2776.5,2761.75,Short,Mode,Confirmed,10:30,W,2018-06-07 11:15:00-04:00,2018-06-07,10:30,11:15,ES,Confirmed,Short,RDR,Mode,W,,,,,RDR,2774.5,2776.5,2761.75,2761.75,2018-06-07 11:15:00-04:00,RS,2018-06-07 10:30:00-04:00,RR,RR,2018-06-07 09:30:00-04:00,105.0,RR,2018-06-07 10:25:00-04:00,False,after_confirm,2.0,12.75,6.375,6.375,True
06/08/2018,,2766.5,,,,,,,,,,,2777.25,2018_set2,2018-06-08,11:35,2764.75,2777.25,Long,Retired,Confirmed,11:10,W,2018-06-08 11:35:00-04:00,2018-06-08,11:10,11:35,ES,Confirmed,Long,RDR,Retired,W,,,,,RDR,2766.5,2764.75,2777.25,2777.25,2018-06-08 11:35:00-04:00,RS,2018-06-08 10:30:00-04:00,RR,RR,2018-06-08 09:30:00-04:00,125.0,RR,2018-06-08 10:25:00-04:00,False,after_confirm,1.75,10.75,6.142857142857143,6.142857142857143,True
06/11/2018,,2783.0,,,,,,,,,,,2781.75,2018_set2,2018-06-11,10:35,2781.75,2789.25,Long,Frontrun,No Conf,,EX,2018-06-11 10:35:00-04:00,2018-06-11,,10:35,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2783.0,2781.75,2789.25,2781.75,2018-06-11 10:35:00-04:00,RS,2018-06-11 10:30:00-04:00,RR,RR,2018-06-11 09:30:00-04:00,65.0,RR,2018-06-11 10:25:00-04:00,False,after_confirm,1.25,6.25,5.0,-1.0,False
06/12/2018,,2783.25,,,,,,,,,,,2783.25,2018_set2,2018-06-12,11:20,2782.0,2790.0,Long,Frontrun,No Conf,,BE,2018-06-12 11:20:00-04:00,2018-06-12,,11:20,ES,No Conf,Long,RDR,Frontrun,BE,,,,,RDR,2783.25,2782.0,2790.0,2783.25,2018-06-12 11:20:00-04:00,RS,2018-06-12 10:30:00-04:00,RR,RR,2018-06-12 09:30:00-04:00,110.0,RR,2018-06-12 10:25:00-04:00,False,after_confirm,1.25,6.75,5.4,0.0,False
06/18/2018,,2767.25,,,,,,,,,,,2778.5,2018_set2,2018-06-18,10:30,2765.25,2778.5,Long,Frontrun,No Conf,,W,2018-06-18 10:30:00-04:00,2018-06-18,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2767.25,2765.25,2778.5,2778.5,2018-06-18 10:30:00-04:00,RS,2018-06-18 10:30:00-04:00,RR,RR,2018-06-18 09:30:00-04:00,60.0,RR,2018-06-18 10:25:00-04:00,False,after_confirm,2.0,11.25,5.625,5.625,True
06/26/2018,,2725.0,,,,,,,,,,,2727.75,2018_set2,2018-06-26,11:45,2727.75,2711.5,Short,Retired,Wick,,EX,2018-06-26 11:45:00-04:00,2018-06-26,,11:45,ES,Wick,Short,RDR,Retired,EX,,,,,RDR,2725.0,2727.75,2711.5,2727.75,2018-06-26 11:45:00-04:00,RS,2018-06-26 10:30:00-04:00,RR,RR,2018-06-26 09:30:00-04:00,135.0,RR,2018-06-26 10:25:00-04:00,False,after_confirm,2.75,13.5,4.909090909090909,-1.0,False
06/27/2018,,2740.75,,,,,,,,,,,2705.5,2018_set2,2018-06-27,12:20,2744.25,2705.5,Short,Advanced,Confirmed,10:35,W,2018-06-27 12:20:00-04:00,2018-06-27,10:35,12:20,ES,Confirmed,Short,RDR,Advanced,W,,,,,RDR,2740.75,2744.25,2705.5,2705.5,2018-06-27 12:20:00-04:00,RS,2018-06-27 10:30:00-04:00,RR,RR,2018-06-27 09:30:00-04:00,170.0,RR,2018-06-27 10:25:00-04:00,False,after_confirm,3.5,35.25,10.071428571428571,10.071428571428571,True
06/28/2018,,2707.25,,,,,,,,,,,2694.75,2018_set2,2018-06-28,8:00,2710.0,2694.75,Short,Advanced,Confirmed,4:00,W,2018-06-28 08:00:00-04:00,2018-06-28,4:00,8:00,ES,Confirmed,Short,ODR,Advanced,W,,,,,ODR,2707.25,2710.0,2694.75,2694.75,2018-06-28 08:00:00-04:00,OS,2018-06-28 04:00:00-04:00,OR,OR,2018-06-28 03:00:00-04:00,300.0,,,False,other,2.75,12.5,4.545454545454546,4.545454545454546,True
06/28/2018,,2702.5,,,,,,,,,,,2717.25,2018_set2,2018-06-28,12:25,2700.0,2717.25,Long,Median,Confirmed,10:55,W,2018-06-28 12:25:00-04:00,2018-06-28,10:55,12:25,ES,Confirmed,Long,RDR,Median,W,,,,,RDR,2702.5,2700.0,2717.25,2717.25,2018-06-28 12:25:00-04:00,RS,2018-06-28 10:30:00-04:00,RR,RR,2018-06-28 09:30:00-04:00,175.0,RR,2018-06-28 10:25:00-04:00,False,after_confirm,2.5,14.75,5.9,5.9,True
06/29/2018,,2736.25,,,,,,,,,,,2745.0,2018_set2,2018-06-29,10:30,2734.5,2745.0,Long,Frontrun,No Conf,,W,2018-06-29 10:30:00-04:00,2018-06-29,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2736.25,2734.5,2745.0,2745.0,2018-06-29 10:30:00-04:00,RS,2018-06-29 10:30:00-04:00,RR,RR,2018-06-29 09:30:00-04:00,60.0,RR,2018-06-29 10:25:00-04:00,False,after_confirm,1.75,8.75,5.0,5.0,True
07/02/2018,,2707.5,,,,,,,,,,,2705.25,2018_set2,2018-07-02,12:10,2705.25,2721.75,Long,Median,Confirmed,10:30,EX,2018-07-02 12:10:00-04:00,2018-07-02,10:30,12:10,ES,Confirmed,Long,RDR,Median,EX,,,,,RDR,2707.5,2705.25,2721.75,2705.25,2018-07-02 12:10:00-04:00,RS,2018-07-02 10:30:00-04:00,RR,RR,2018-07-02 09:30:00-04:00,160.0,RR,2018-07-02 10:25:00-04:00,False,after_confirm,2.25,14.25,6.333333333333333,-1.0,False
07/05/2018,,2724.5,,,,,,,,,,,2724.5,2018_set2,2018-07-05,10:45,2726.25,2713.25,Short,Mode,Confirmed,10:35,BE,2018-07-05 10:45:00-04:00,2018-07-05,10:35,10:45,ES,Confirmed,Short,RDR,Mode,BE,,,,,RDR,2724.5,2726.25,2713.25,2724.5,2018-07-05 10:45:00-04:00,RS,2018-07-05 10:30:00-04:00,RR,RR,2018-07-05 09:30:00-04:00,75.0,RR,2018-07-05 10:25:00-04:00,False,after_confirm,1.75,11.25,6.428571428571429,-0.0,False
07/06/2018,,2745.75,,,,,,,,,,,2762.0,2018_set2,2018-07-06,10:35,2743.75,2762.0,Long,Frontrun,No Conf,,W,2018-07-06 10:35:00-04:00,2018-07-06,,10:35,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2745.75,2743.75,2762.0,2762.0,2018-07-06 10:35:00-04:00,RS,2018-07-06 10:30:00-04:00,RR,RR,2018-07-06 09:30:00-04:00,65.0,RR,2018-07-06 10:25:00-04:00,False,after_confirm,2.0,16.25,8.125,8.125,True
07/09/2018,,2775.5,,,,,,,,,,,2784.75,2018_set2,2018-07-09,10:35,2774.25,2784.75,Long,Frontrun,No Conf,,W,2018-07-09 10:35:00-04:00,2018-07-09,,10:35,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2775.5,2774.25,2784.75,2784.75,2018-07-09 10:35:00-04:00,RS,2018-07-09 10:30:00-04:00,RR,RR,2018-07-09 09:30:00-04:00,65.0,RR,2018-07-09 10:25:00-04:00,False,after_confirm,1.25,9.25,7.4,7.4,True
07/10/2018,,2792.5,,,,,,,,,,,2792.5,2018_set2,2018-07-10,11:30,2790.75,2799.75,Long,Mode,Confirmed,10:35,BE,2018-07-10 11:30:00-04:00,2018-07-10,10:35,11:30,ES,Confirmed,Long,RDR,Mode,BE,,,,,RDR,2792.5,2790.75,2799.75,2792.5,2018-07-10 11:30:00-04:00,RS,2018-07-10 10:30:00-04:00,RR,RR,2018-07-10 09:30:00-04:00,120.0,RR,2018-07-10 10:25:00-04:00,False,after_confirm,1.75,7.25,4.142857142857143,0.0,False
07/11/2018,,2784.25,,,,,,,,,,,2782.25,2018_set2,2018-07-11,10:45,2782.25,2795.75,Long,Mode,Wick,10:30,EX,2018-07-11 10:45:00-04:00,2018-07-11,10:30,10:45,ES,Wick,Long,RDR,Mode,EX,,,,,RDR,2784.25,2782.25,2795.75,2782.25,2018-07-11 10:45:00-04:00,RS,2018-07-11 10:30:00-04:00,RR,RR,2018-07-11 09:30:00-04:00,75.0,RR,2018-07-11 10:25:00-04:00,False,after_confirm,2.0,11.5,5.75,-1.0,False
07/12/2018,,2792.25,,,,,,,,,,,2790.5,2018_set2,2018-07-12,10:40,2790.5,2802.25,Long,Mode,Wick,10:30,EX,2018-07-12 10:40:00-04:00,2018-07-12,10:30,10:40,ES,Wick,Long,RDR,Mode,EX,,,,,RDR,2792.25,2790.5,2802.25,2790.5,2018-07-12 10:40:00-04:00,RS,2018-07-12 10:30:00-04:00,RR,RR,2018-07-12 09:30:00-04:00,70.0,RR,2018-07-12 10:25:00-04:00,False,after_confirm,1.75,10.0,5.714285714285714,-1.0,False
07/12/2018,,2789.25,,,,,,,,,,,2802.25,2018_set2,2018-07-12,10:50,2787.5,2802.25,Long,Mode,Wick,10:30,W,2018-07-12 10:50:00-04:00,2018-07-12,10:30,10:50,ES,Wick,Long,RDR,Mode,W,,,,,RDR,2789.25,2787.5,2802.25,2802.25,2018-07-12 10:50:00-04:00,RS,2018-07-12 10:30:00-04:00,RR,RR,2018-07-12 09:30:00-04:00,80.0,RR,2018-07-12 10:25:00-04:00,False,after_confirm,1.75,13.0,7.428571428571429,7.428571428571429,True
07/13/2018,,2798.75,,,,,,,,,,,2802.5,2018_set2,2018-07-13,10:30,2797.5,2807.25,Long,Frontrun,No Conf,,W,2018-07-13 10:30:00-04:00,2018-07-13,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2798.75,2797.5,2807.25,2802.5,2018-07-13 10:30:00-04:00,RS,2018-07-13 10:30:00-04:00,RR,RR,2018-07-13 09:30:00-04:00,60.0,RR,2018-07-13 10:25:00-04:00,False,after_confirm,1.25,8.5,6.8,3.0,True
07/16/2018,,2800.0,,,,,,,,,,,2800.0,2018_set2,2018-07-16,10:35,2802.25,2789.0,Short,Frontrun,No Conf,,BE,2018-07-16 10:35:00-04:00,2018-07-16,,10:35,ES,No Conf,Short,RDR,Frontrun,BE,,,,,RDR,2800.0,2802.25,2789.0,2800.0,2018-07-16 10:35:00-04:00,RS,2018-07-16 10:30:00-04:00,RR,RR,2018-07-16 09:30:00-04:00,65.0,RR,2018-07-16 10:25:00-04:00,False,after_confirm,2.25,11.0,4.888888888888889,-0.0,False
07/17/2018,,2797.5,,,,,,,,,,,2810.25,2018_set2,2018-07-17,10:25,2795.5,2810.25,Long,Frontrun,No Conf,,W,2018-07-17 10:25:00-04:00,2018-07-17,,10:25,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2797.5,2795.5,2810.25,2810.25,2018-07-17 10:25:00-04:00,RR,2018-07-17 09:30:00-04:00,RR,RR,2018-07-17 09:30:00-04:00,55.0,RR,2018-07-17 10:25:00-04:00,False,after_confirm,2.0,12.75,6.375,6.375,True
07/18/2018,,2811.0,,,,,,,,,,,2811.0,2018_set2,2018-07-18,7:25,2812.0,2801.0,Short,Advanced,Confirmed,4:05,BE,2018-07-18 07:25:00-04:00,2018-07-18,4:05,7:25,ES,Confirmed,Short,ODR,Advanced,BE,,,,,ODR,2811.0,2812.0,2801.0,2811.0,2018-07-18 07:25:00-04:00,OS,2018-07-18 04:00:00-04:00,OR,OR,2018-07-18 03:00:00-04:00,265.0,,,False,other,1.0,10.0,10.0,-0.0,False
07/18/2018,,2810.0,,,,,,,,,,,2810.0,2018_set2,2018-07-18,10:30,2811.25,2801.0,Short,Frontrun,No Conf,,BE,2018-07-18 10:30:00-04:00,2018-07-18,,10:30,ES,No Conf,Short,RDR,Frontrun,BE,,,,,RDR,2810.0,2811.25,2801.0,2810.0,2018-07-18 10:30:00-04:00,RS,2018-07-18 10:30:00-04:00,RR,RR,2018-07-18 09:30:00-04:00,60.0,RR,2018-07-18 10:25:00-04:00,False,after_confirm,1.25,9.0,7.2,-0.0,False
07/19/2018,,2810.5,,,,,,,,,,,2810.5,2018_set2,2018-07-19,11:50,2812.0,2800.25,Short,Advanced,No Conf,,BE,2018-07-19 11:50:00-04:00,2018-07-19,,11:50,ES,No Conf,Short,RDR,Advanced,BE,,,,,RDR,2810.5,2812.0,2800.25,2810.5,2018-07-19 11:50:00-04:00,RS,2018-07-19 10:30:00-04:00,RR,RR,2018-07-19 09:30:00-04:00,140.0,RR,2018-07-19 10:25:00-04:00,False,after_confirm,1.5,10.25,6.833333333333333,-0.0,False
07/23/2018,,2801.0,,,,,,,,,,,2807.5,2018_set2,2018-07-23,11:10,2799.5,2807.5,Long,Frontrun,No Conf,,W,2018-07-23 11:10:00-04:00,2018-07-23,,11:10,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2801.0,2799.5,2807.5,2807.5,2018-07-23 11:10:00-04:00,RS,2018-07-23 10:30:00-04:00,RR,RR,2018-07-23 09:30:00-04:00,100.0,RR,2018-07-23 10:25:00-04:00,False,after_confirm,1.5,6.5,4.333333333333333,4.333333333333333,True
07/24/2018,,2829.0,,,,,,,,,,,2827.0,2018_set2,2018-07-24,10:50,2827.0,2837.0,Long,Frontrun,No Conf,,EX,2018-07-24 10:50:00-04:00,2018-07-24,,10:50,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2829.0,2827.0,2837.0,2827.0,2018-07-24 10:50:00-04:00,RS,2018-07-24 10:30:00-04:00,RR,RR,2018-07-24 09:30:00-04:00,80.0,RR,2018-07-24 10:25:00-04:00,False,after_confirm,2.0,8.0,4.0,-1.0,False
07/24/2018,,2825.75,,,,,,,,,,,2813.0,2018_set2,2018-07-24,12:30,2828.0,2813.0,Short,Mode,Confirmed,11:50,W,2018-07-24 12:30:00-04:00,2018-07-24,11:50,12:30,ES,Confirmed,Short,RDR,Mode,W,,,,,RDR,2825.75,2828.0,2813.0,2813.0,2018-07-24 12:30:00-04:00,RS,2018-07-24 10:30:00-04:00,RR,RR,2018-07-24 09:30:00-04:00,180.0,RR,2018-07-24 10:25:00-04:00,False,after_confirm,2.25,12.75,5.666666666666667,5.666666666666667,True
07/25/2018,,2826.0,,,,,,,,,,,2835.25,2018_set2,2018-07-25,12:10,2824.5,2835.25,Long,Mode,Confirmed,11:55,W,2018-07-25 12:10:00-04:00,2018-07-25,11:55,12:10,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2826.0,2824.5,2835.25,2835.25,2018-07-25 12:10:00-04:00,RS,2018-07-25 10:30:00-04:00,RR,RR,2018-07-25 09:30:00-04:00,160.0,RR,2018-07-25 10:25:00-04:00,False,after_confirm,1.5,9.25,6.166666666666667,6.166666666666667,True
07/26/2018,,2838.75,,,,,,,,,,,2845.75,2018_set2,2018-07-26,10:30,2837.0,2845.75,Long,Frontrun,No Conf,,W,2018-07-26 10:30:00-04:00,2018-07-26,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2838.75,2837.0,2845.75,2845.75,2018-07-26 10:30:00-04:00,RS,2018-07-26 10:30:00-04:00,RR,RR,2018-07-26 09:30:00-04:00,60.0,RR,2018-07-26 10:25:00-04:00,False,after_confirm,1.75,7.0,4.0,4.0,True
07/27/2018,,2837.25,,,,,,,,,,,2821.75,2018_set2,2018-07-27,10:35,2838.75,2821.75,Short,Frontrun,No Conf,,W,2018-07-27 10:35:00-04:00,2018-07-27,,10:35,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2837.25,2838.75,2821.75,2821.75,2018-07-27 10:35:00-04:00,RS,2018-07-27 10:30:00-04:00,RR,RR,2018-07-27 09:30:00-04:00,65.0,RR,2018-07-27 10:25:00-04:00,False,after_confirm,1.5,15.5,10.333333333333334,10.333333333333334,True
07/30/2018,,2816.75,,,,,,,,,,,2803.75,2018_set2,2018-07-30,10:30,2818.0,2803.75,Short,Frontrun,No Conf,,W,2018-07-30 10:30:00-04:00,2018-07-30,,10:30,ES,No Conf,Short,RDR,Frontrun,W,,,,,RDR,2816.75,2818.0,2803.75,2803.75,2018-07-30 10:30:00-04:00,RS,2018-07-30 10:30:00-04:00,RR,RR,2018-07-30 09:30:00-04:00,60.0,RR,2018-07-30 10:25:00-04:00,False,after_confirm,1.25,13.0,10.4,10.4,True
07/31/2018,,2812.5,,,,,,,,,,,2814.5,2018_set2,2018-07-31,10:35,2814.5,2801.25,Short,Frontrun,No Conf,,EX,2018-07-31 10:35:00-04:00,2018-07-31,,10:35,ES,No Conf,Short,RDR,Frontrun,EX,,,,,RDR,2812.5,2814.5,2801.25,2814.5,2018-07-31 10:35:00-04:00,RS,2018-07-31 10:30:00-04:00,RR,RR,2018-07-31 09:30:00-04:00,65.0,RR,2018-07-31 10:25:00-04:00,False,after_confirm,2.0,11.25,5.625,-1.0,False
08/01/2018,,2822.5,,,,,,,,,,,2821.0,2018_set2,2018-08-01,11:00,2821.0,2831.0,Long,Mode,Confirmed,10:35,EX,2018-08-01 11:00:00-04:00,2018-08-01,10:35,11:00,ES,Confirmed,Long,RDR,Mode,EX,,,,,RDR,2822.5,2821.0,2831.0,2821.0,2018-08-01 11:00:00-04:00,RS,2018-08-01 10:30:00-04:00,RR,RR,2018-08-01 09:30:00-04:00,90.0,RR,2018-08-01 10:25:00-04:00,False,after_confirm,1.5,8.5,5.666666666666667,-1.0,False
08/02/2018,,2805.75,,,,,,,,,,,2826.0,2018_set2,2018-08-02,11:10,2803.5,2826.0,Long,Frontrun,No Conf,10:35,W,2018-08-02 11:10:00-04:00,2018-08-02,10:35,11:10,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2805.75,2803.5,2826.0,2826.0,2018-08-02 11:10:00-04:00,RS,2018-08-02 10:30:00-04:00,RR,RR,2018-08-02 09:30:00-04:00,100.0,RR,2018-08-02 10:25:00-04:00,False,after_confirm,2.25,20.25,9.0,9.0,True
08/03/2018,,2831.25,,,,,,,,,,,2830.0,2018_set2,2018-08-03,10:55,2830.0,2840.75,Long,Mode,Wick,,EX,2018-08-03 10:55:00-04:00,2018-08-03,,10:55,ES,Wick,Long,RDR,Mode,EX,,,,,RDR,2831.25,2830.0,2840.75,2830.0,2018-08-03 10:55:00-04:00,RS,2018-08-03 10:30:00-04:00,RR,RR,2018-08-03 09:30:00-04:00,85.0,RR,2018-08-03 10:25:00-04:00,False,after_confirm,1.25,9.5,7.6,-1.0,False
08/06/2018,,2840.0,,,,,,,,,,,2851.25,2018_set2,2018-08-06,10:30,2838.5,2851.25,Long,Frontrun,No Conf,,W,2018-08-06 10:30:00-04:00,2018-08-06,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2840.0,2838.5,2851.25,2851.25,2018-08-06 10:30:00-04:00,RS,2018-08-06 10:30:00-04:00,RR,RR,2018-08-06 09:30:00-04:00,60.0,RR,2018-08-06 10:25:00-04:00,False,after_confirm,1.5,11.25,7.5,7.5,True
08/07/2018,,2860.5,,,,,,,,,,,2860.5,2018_set2,2018-08-07,10:35,2859.25,2866.75,Long,Mode,Wick,10:30,BE,2018-08-07 10:35:00-04:00,2018-08-07,10:30,10:35,ES,Wick,Long,RDR,Mode,BE,,,,,RDR,2860.5,2859.25,2866.75,2860.5,2018-08-07 10:35:00-04:00,RS,2018-08-07 10:30:00-04:00,RR,RR,2018-08-07 09:30:00-04:00,65.0,RR,2018-08-07 10:25:00-04:00,False,after_confirm,1.25,6.25,5.0,0.0,False
08/07/2018,,2859.25,,,,,,,,,,,2859.25,2018_set2,2018-08-07,11:50,2857.75,2866.75,Long,Mode,Confirmed,10:35,BE,2018-08-07 11:50:00-04:00,2018-08-07,10:35,11:50,ES,Confirmed,Long,RDR,Mode,BE,,,,,RDR,2859.25,2857.75,2866.75,2859.25,2018-08-07 11:50:00-04:00,RS,2018-08-07 10:30:00-04:00,RR,RR,2018-08-07 09:30:00-04:00,140.0,RR,2018-08-07 10:25:00-04:00,False,after_confirm,1.5,7.5,5.0,0.0,False
08/08/2018,,2856.5,,,,,,,,,,,2855.5,2018_set2,2018-08-08,12:05,2855.5,2864.0,Long,Median,Confirmed,10:55,EX,2018-08-08 12:05:00-04:00,2018-08-08,10:55,12:05,ES,Confirmed,Long,RDR,Median,EX,,,,,RDR,2856.5,2855.5,2864.0,2855.5,2018-08-08 12:05:00-04:00,RS,2018-08-08 10:30:00-04:00,RR,RR,2018-08-08 09:30:00-04:00,155.0,RR,2018-08-08 10:25:00-04:00,False,after_confirm,1.0,7.5,7.5,-1.0,False
08/09/2018,,2860.0,,,,,,,,,,,2858.75,2018_set2,2018-08-09,11:00,2858.75,2866.5,Long,Mode,Confirmed,10:40,EX,2018-08-09 11:00:00-04:00,2018-08-09,10:40,11:00,ES,Confirmed,Long,RDR,Mode,EX,,,,,RDR,2860.0,2858.75,2866.5,2858.75,2018-08-09 11:00:00-04:00,RS,2018-08-09 10:30:00-04:00,RR,RR,2018-08-09 09:30:00-04:00,90.0,RR,2018-08-09 10:25:00-04:00,False,after_confirm,1.25,6.5,5.2,-1.0,False
08/09/2018,,2856.25,,,,,,,,,,,2856.25,2018_set2,2018-08-09,11:55,2855.0,2862.75,Long,Retired,Confirmed,10:40,BE,2018-08-09 11:55:00-04:00,2018-08-09,10:40,11:55,ES,Confirmed,Long,RDR,Retired,BE,,,,,RDR,2856.25,2855.0,2862.75,2856.25,2018-08-09 11:55:00-04:00,RS,2018-08-09 10:30:00-04:00,RR,RR,2018-08-09 09:30:00-04:00,145.0,RR,2018-08-09 10:25:00-04:00,False,after_confirm,1.25,6.5,5.2,0.0,False
08/10/2018,,2838.75,,,,,,,,,,,2838.75,2018_set2,2018-08-10,10:35,2840.75,2825.5,Short,Frontrun,No Conf,,BE,2018-08-10 10:35:00-04:00,2018-08-10,,10:35,ES,No Conf,Short,RDR,Frontrun,BE,,,,,RDR,2838.75,2840.75,2825.5,2838.75,2018-08-10 10:35:00-04:00,RS,2018-08-10 10:30:00-04:00,RR,RR,2018-08-10 09:30:00-04:00,65.0,RR,2018-08-10 10:25:00-04:00,False,after_confirm,2.0,13.25,6.625,-0.0,False
08/10/2018,,2838.25,,,,,,,,,,,2836.25,2018_set2,2018-08-10,12:00,2836.25,2850.5,Long,Median,Confirmed,11:20,EX,2018-08-10 12:00:00-04:00,2018-08-10,11:20,12:00,ES,Confirmed,Long,RDR,Median,EX,,,,,RDR,2838.25,2836.25,2850.5,2836.25,2018-08-10 12:00:00-04:00,RS,2018-08-10 10:30:00-04:00,RR,RR,2018-08-10 09:30:00-04:00,150.0,RR,2018-08-10 10:25:00-04:00,False,after_confirm,2.0,12.25,6.125,-1.0,False
08/13/2018,,2828.75,,,,,,,,,,,2841.5,2018_set2,2018-08-13,7:35,2827.5,2841.5,Long,Advanced,Confirmed,4:40,W,2018-08-13 07:35:00-04:00,2018-08-13,4:40,7:35,ES,Confirmed,Long,ODR,Advanced,W,,,,,ODR,2828.75,2827.5,2841.5,2841.5,2018-08-13 07:35:00-04:00,OS,2018-08-13 04:00:00-04:00,OR,OR,2018-08-13 03:00:00-04:00,275.0,,,False,other,1.25,12.75,10.2,10.2,True
08/13/2018,,2841.75,,,,,,,,,,,2840.25,2018_set2,2018-08-13,10:40,2840.25,2853.5,Long,Frontrun,No Conf,,EX,2018-08-13 10:40:00-04:00,2018-08-13,,10:40,ES,No Conf,Long,RDR,Frontrun,EX,,,,,RDR,2841.75,2840.25,2853.5,2840.25,2018-08-13 10:40:00-04:00,RS,2018-08-13 10:30:00-04:00,RR,RR,2018-08-13 09:30:00-04:00,70.0,RR,2018-08-13 10:25:00-04:00,False,after_confirm,1.5,11.75,7.833333333333333,-1.0,False
08/13/2018,,2822.25,,,,,,,,,,,2822.25,2018_set2,2018-08-13,13:15,2819.5,2835.75,Long,Advanced,Confirmed,11:15,BE,2018-08-13 13:15:00-04:00,2018-08-13,11:15,13:15,ES,Confirmed,Long,RDR,Advanced,BE,,,,,RDR,2822.25,2819.5,2835.75,2822.25,2018-08-13 13:15:00-04:00,RS,2018-08-13 10:30:00-04:00,RR,RR,2018-08-13 09:30:00-04:00,225.0,RR,2018-08-13 10:25:00-04:00,False,after_confirm,2.75,13.5,4.909090909090909,0.0,False
08/14/2018,,2834.5,,,,,,,,,,,2841.5,2018_set2,2018-08-14,10:30,2832.75,2841.5,Long,Frontrun,No Conf,,W,2018-08-14 10:30:00-04:00,2018-08-14,,10:30,ES,No Conf,Long,RDR,Frontrun,W,,,,,RDR,2834.5,2832.75,2841.5,2841.5,2018-08-14 10:30:00-04:00,RS,2018-08-14 10:30:00-04:00,RR,RR,2018-08-14 09:30:00-04:00,60.0,RR,2018-08-14 10:25:00-04:00,False,after_confirm,1.75,7.0,4.0,4.0,True
08/15/2018,,2826.0,,,,,,,,,,,2810.0,2018_set2,2018-08-15,9:40,2827.5,2810.0,Short,Advanced,No Conf,,W,2018-08-15 09:40:00-04:00,2018-08-15,,9:40,ES,No Conf,Short,RDR,Advanced,W,,,,,RDR,2826.0,2827.5,2810.0,2810.0,2018-08-15 09:40:00-04:00,RR,2018-08-15 09:30:00-04:00,RR,RR,2018-08-15 09:30:00-04:00,10.0,RR,2018-08-15 10:25:00-04:00,True,m7,1.5,16.0,10.666666666666666,10.666666666666666,True
08/15/2018,,2810.5,,,,,,,,,,,2814.5,2018_set2,2018-08-15,11:15,2814.5,2799.0,Short,Mode,Confirmed,,EX,2018-08-15 11:15:00-04:00,2018-08-15,,11:15,ES,Confirmed,Short,RDR,Mode,EX,,,,,RDR,2810.5,2814.5,2799.0,2814.5,2018-08-15 11:15:00-04:00,RS,2018-08-15 10:30:00-04:00,RR,RR,2018-08-15 09:30:00-04:00,105.0,RR,2018-08-15 10:25:00-04:00,False,after_confirm,4.0,11.5,2.875,-1.0,False
08/16/2018,,2839.75,,,,,,,,,,,2850.5,2018_set2,2018-08-16,10:50,2838.75,2850.5,Long,Mode,Confirmed,10:30,W,2018-08-16 10:50:00-04:00,2018-08-16,10:30,10:50,ES,Confirmed,Long,RDR,Mode,W,,,,,RDR,2839.75,2838.75,2850.5,2850.5,2018-08-16 10:50:00-04:00,RS,2018-08-16 10:30:00-04:00,RR,RR,2018-08-16 09:30:00-04:00,80.0,RR,2018-08-16 10:25:00-04:00,False,after_confirm,1.0,10.75,10.75,10.75,True
