feature,importance
p_range_p_max_ret_time,0.05202863791792489
rej_close_session_high,0.0507020728860726
p_box_daily_day_low_percentile,0.04979455640738533
f_first_break_true_via_wick_range_only,0.049396006661233234
rej_wick_asia_high,0.04929475196177024
rej_session_mid,0.048882161538728396
rej_close_wddrb_high,0.045831484917387984
p_range_p_m7_ret_sd,0.04444180460481692
p_seq_intraday_p_cycle_pair,0.04328221822905572
p_box_daily_session_high_percentiles_OS,0.043192657253985606
rej_wick_asia_low,0.042650184017094896
p_weekly_p_week_low_holds,0.041957988108691564
p_modeldb_p_model_dx,0.0404974445137375
p_box_daily_session_high_percentiles_TO,0.03857271781581114
f_current_session_time_idx_extension,0.03835658377566506
f_asia_range_low_quarters,0.03822854453939843
p_wddrb_model_p_model_i,0.037458352440503835
p_seq_daycycle_p_cycle_pair_low_hold,0.03710119902666955
rej_close_asia_high,0.035816628695096435
p_seq_asia_p_asia_low_in_OS,0.034812909783645936
f_asia_range_high_quarters,0.03434073930516057
rej_wick_weekly_high,0.034315224137420226
p_wddrb_p_post_low_holds,0.031881118539554824
f_current_session_break_out,0.03177853461357296
f_current_session_max_ext,0.029444206020156544
p_wddrb_model_p_model_dx,0.029239169371997803
p_seq_daycycle_hi_pct_percentile,0.028804408560068936
p_seq_asia_p_low_holds,0.0272548630785291
p_modeldb_p_model_rc,0.02438295609213595
p_seq_asia_p_high_holds_reg,0.02432334368264742
rej_close_session_mid,0.024270282769101207
rej_prior_day_low,0.023716764671298518
p_box_daily_session_low_percentiles_RS,0.022134789521504775
f_high_time_idx,0.022110771832616685
rej_close_session_low,0.021584864420064572
f_current_session_box_std,0.011115144025256396
